impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-179196,A729355,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2947102,In Public Home,,Dog,Unknown<p/>,Male,Chihuahua - Smooth Coated,Black,"May 29, 2025",Date Found,194TH  ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2947102,Image Copyright HLP Inc. 2025,"Description: I Found a dog and I have no idea what to do, I can’t keep it at my house :( should I let it go? <p/>Age: Unknown<p/>Found Near: 194th st , Renton WA  98058<p/>Found Date: 2025-06-29<p/>",
K25-180908,A732081,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2966515,In Public Home,,Cat,Unknown<p/>,Unknown,Domestic Mediumhair,Unknown,"Jul 15, 2025",Date Found,Warner  Ave & Winter Pl,Enumclaw,,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2966515,Image Copyright HLP Inc. 2025,"Description: Light gray with white paws<p/>Age: Unknown<p/>Found Near: Warner Ave and Winter Pl, Enumclaw WA  98022<p/>Found Date: 2025-07-15<p/>",
K25-181453,A733024,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A733024,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Adelaide,Dog,10 MONTHS,Spayed Female,German Shepherd / Mix,Tricolor,"Jul 31, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733024,Image Copyright HLP Inc. 2025,"Received on: 2025-07-31<p/> Description: Tricolor<p/>  Spayed Female German Shepherd / Mix Dog<p/> Age: 10 MONTHS<p/> Adoption Fee: $250<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Adelaide and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 07/31/25.<p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I weigh 60 lbs and am considered a ""large breed"" dog.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/><p/>",BLUE
K25-181333,A732759,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2971286,In Public Home,,Dog,Unknown<p/>,Male,Chihuahua - Smooth Coated,White,"Jul 27, 2025",Date Found,98001 98001,,,98001,OTHER,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2971286,Image Copyright HLP Inc. 2025,"<p/>Age: Unknown<p/>Found Near: Wapato park, Lakewood WA  98499<p/>Found Date: 2025-07-27<p/>",
K25-181492,A733091,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2972939,LOST,Chattie,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jul 31, 2025",Date Lost,34800 block of  SE Kinsey St,Snoqualmie,,98065,SNOQUALMIE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2972939,Image Copyright HLP Inc. 2025,"Description: Grey Tabby meows alot.<p/>Age: Over 1 year<p/>Location Lost: 34817 SE Kinsey St, apt.e101, Snoqualmie WA  98065<p/>Lost Date: 2025-07-31<p/>",
K25-181626,A733341,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2974414,In Public Home,,Cat,Unknown<p/>,Unknown,Abyssinian,Black,"Aug 04, 2025",Date Found,148th  Ave SE & SE 216th St,King County,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2974414,Image Copyright HLP Inc. 2025,"Description: Friendly. Skinny. Black and white cat. White face. <p/>Age: Unknown<p/>Found Near: 148th Ave SE and SE 216th St. , Kent WA  98042<p/>Found Date: 2025-08-04<p/>",
K25-181352,A732837,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,4 WEEKS,Female,Domestic Shorthair,Gray,"Jul 28, 2025",Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732837,Image Copyright HLP Inc. 2025,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Gray Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180823,A731905,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965432,LOST,Johnny,Cat,Unknown<p/>,Male,Siamese,White,"Jul 12, 2025",Date Lost,100 block of  145TH AVE NE,Bellevue,,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965432,Image Copyright HLP Inc. 2025,"<p/>Age: Unknown<p/>Location Lost: 120 145th Ave NE, Bellevue WA  98007<p/>Lost Date: 2025-07-12<p/>",
K25-181319,A732737,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,9 WEEKS,Male,Domestic Shorthair,Org Tabby,"Jul 27, 2025",Received on,2100 block of  S 250TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732737,Image Copyright HLP Inc. 2025,Received on: 2025-07-27<p/> Found Near: 2100 block of  S 250TH ST<p/> Description: Org Tabby Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-181290,A732662,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2970706,LOST,Cirilla,Cat,Under 1 year<p/>,Female,American Shorthair,White,"Jul 25, 2025",Date Lost,NE  70TH COURT & 148TH AVENUE NE,Redmond,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2970706,Image Copyright HLP Inc. 2025,"Description: Mainly white kitty with black tail black on one eye and a black spot on her back<p/>Age: Under 1 year<p/>Location Lost: 70th and 148th, Redmond WA  98052<p/>Lost Date: 2025-07-25<p/>",
K25-181103,A732339,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2968609,LOST,Teeny,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,"Jul 19, 2025",Date Lost,19000 block of  32ND AVE S,SeaTac,,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2968609,Image Copyright HLP Inc. 2025,"Description: Teeny is a small cat; she is 18 months old. She has green eyes and a tipped ear. She is grey, cream, and black, her paws are a light cream and grey mix with black fur underneath. <p/>Age: Over 1 year<p/>Location Lost: 19025 32nd Ave S, Seattle WA  98188<p/>Lost Date: 2025-07-19<p/>",
K25-181244,A732572,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,10 WEEKS,Male,Domestic Longhair,Buff / White,"Jul 24, 2025",Received on,33900 block of  55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732572,Image Copyright HLP Inc. 2025,Received on: 2025-07-24<p/> Found Near: 33900 block of  55TH AVE S<p/> Description: Buff / White Male Domestic Longhair Cat<p/> Age: 10 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180906,A732077,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2966499,LOST,Duke,Cat,Under 1 year<p/>,Male,Domestic Mediumhair,Black,"Jul 13, 2025",Date Lost,KENT  KANGLEY AND 116TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2966499,Image Copyright HLP Inc. 2025,"Description: Small 8month old black cat with white back toes and white patch on chest. Grey collar with phone number on it. Neutered and about 10 pounds<p/>Age: Under 1 year<p/>Location Lost: Kent Kangley and 116th, Kent WA  98031<p/>Lost Date: 2025-07-13<p/>",
K25-181223,A732546,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2969893,LOST,Luna,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jul 22, 2025",Date Lost,SE  244th St & 109th Pl SE,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2969893,Image Copyright HLP Inc. 2025,"Description: She’s a gray and white cat with a distinct gray spot on her nose and big blue eyes. <p/>Age: Over 1 year<p/>Location Lost: SE 244th St and 109th PL SE, Kent WA  98030<p/>Lost Date: 2025-07-22<p/>",
K25-181429,A732984,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A732984,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Shavo,Cat,12 WEEKS,Spayed Female,Domestic Mediumhair,Buff,"Jul 30, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732984,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Description: Buff<p/>  Spayed Female Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Shavo and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on July 30, 2025.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I get to know you!<p/><p/>I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",
K25-180509,A731477,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961505,LOST,Fergus,Dog,Over 1 year<p/>,Male,Pembroke Welsh Corgi,Unknown,"Jul 04, 2025",Date Lost,38th  Ave S & S 249th St,Kent,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961505,Image Copyright HLP Inc. 2025,"Description: Red and White. Has chip. 15 years old.  One ear damaged.   Left side partially shaved from recent surgery.<p/>Age: Over 1 year<p/>Location Lost: 38th St South and 249th St, Kent WA  98032<p/>Lost Date: 2025-07-04<p/>",
K25-180533,A731518,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962197,LOST,Pearl,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Black,"Jul 03, 2025",Date Lost,25800 block of  114TH PL SE,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962197,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 25815 114TH PL SE APT D101, Kent WA  98030<p/>Lost Date: 2025-07-03<p/>",
K25-181580,A733221,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2973833,LOST,Milo,Cat,Over 1 year<p/>,Male,American Shorthair,Brown,"Jul 29, 2025",Date Lost,Military  Rd S & S 182nd St,SeaTac,,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2973833,Image Copyright HLP Inc. 2025,"Description: Brown tabby. Small size<p/>Age: Over 1 year<p/>Location Lost: Military Rd and 182nd st, Seattle WA  98188<p/>Lost Date: 2025-07-29<p/>",
K25-181172,A732476,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2969425,In Public Home,,Dog,Over 1 year<p/>,Male,Labrador Retriever,Black,"Jul 22, 2025",Date Found,16th  Ave S & S 250th St,Des Moines,,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2969425,Image Copyright HLP Inc. 2025,"Description: Older black lab. Lots of Grey. Skinny. <p/>Age: Over 1 year<p/>Found Near: 16th Ave s and s 250th st, Seattle WA  98198<p/>Found Date: 2025-07-22<p/>",
K25-181245,A732573,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Wawa,Cat,10 WEEKS,Spayed Female,Domestic Longhair,Flame Pt,"Jul 24, 2025",Received on,33900 block of  55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732573,Image Copyright HLP Inc. 2025,Received on: 2025-07-24<p/> Found Near: 33900 block of  55TH AVE S<p/> Description: Flame Pt Spayed Female Domestic Longhair Cat<p/> Age: 10 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-181362,A700370,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,,Zander,Deceased Cat,2 YEARS 3 MONTHS,Neutered Male,Domestic Shorthair / Mix,Black,"Jul 28, 2025",Received on,19000 block of  BALLINGER WAY NE,LAKE FOREST PARK,WA,98155,LAKE FOREST PAR,,,,Image Copyright HLP Inc. 2025,Received on: 2025-07-28<p/> Found Near: 19000 block of  BALLINGER WAY NE<p/> Description: Black Neutered Male Domestic Shorthair / Mix Cat<p/> Age: 2 YEARS 3 MONTHS<p/>,
K25-180531,A731516,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962162,LOST,Artie,Dog,Over 1 year<p/>,Male,Rat Terrier,Black,"Jul 05, 2025",Date Lost,6000 block of  FAUNTLEROY WAY SW,POTENTIAL SIGHTING AT,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962162,Image Copyright HLP Inc. 2025,"Description: Black and White, 15Lbs, Red Collar with Tag, Named Artie. Big Bunny Ears.<p/>Age: Over 1 year<p/>Location Lost: 6053 Fauntleroy Way SW, Potential Sighting at 35th , Seattle WA  98136<p/>Lost Date: 2025-07-05<p/>",
K25-180818,A731895,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965329,LOST,Boy,Dog,Over 1 year<p/>,Male,Australian Cattle Dog,Brown,"Jul 12, 2025",Date Lost,12700 block of  SE 253RD CT,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965329,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 12722 Southeast 253rd Court, Kent WA  98030<p/>Lost Date: 2025-07-12<p/>",
K25-181590,A733234,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A733234,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,3 YEARS,Female,English Bulldog,Fawn / White,"Aug 03, 2025",Received on,21600 block of  271ST PL SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733234,Image Copyright HLP Inc. 2025,"Received on: 2025-08-03<p/> Found Near: 21600 block of  271ST PL SE<p/> Description: Fawn / White Female English Bulldog Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181196,A732521,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Satin,Cat,11 WEEKS,Spayed Female,Domestic Mediumhair,Gray / White,"Jul 23, 2025",Received on,800 block of  CENTRAL AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732521,Image Copyright HLP Inc. 2025,Received on: 2025-07-23<p/> Found Near: 800 block of  CENTRAL AVE S<p/> Description: Gray / White Spayed Female Domestic Mediumhair Cat<p/> Age: 11 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180652,A731708,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963977,LOST,Buddha,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Jul 09, 2025",Date Lost,DELRIDGEWAY  SW AND SW JUNEAU ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963977,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: Delridgeway Sw and SW Juneau st, Seattle WA  98106<p/>Lost Date: 2025-07-09<p/>",
K25-181446,A733008,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2972423,LOST,Sassy,Cat,Under 1 year<p/>,Female,Domestic Shorthair,Black,"Jul 30, 2025",Date Lost,10700 block of  SE 238TH ST,Kent,,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2972423,Image Copyright HLP Inc. 2025,"Description: Perky ears. 14 weeks old. Not to friendly to strangers. In certain angles of light she does look brown<p/>Age: Under 1 year<p/>Location Lost: 10705 SE 238th St, Apt 4, Kent WA  98031<p/>Lost Date: 2025-07-30<p/>",
K25-181547,A733178,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Dog,NO AGE,Male,Terrier / Mix,White / Tan,"Aug 02, 2025",Received on,14500 block of  SE 266TH ST,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733178,Image Copyright HLP Inc. 2025,Received on: 2025-08-02<p/> Found Near: 14500 block of  SE 266TH ST<p/> Description: White / Tan Male Terrier / Mix Dog<p/> Age: NO AGE<p/> Current Location: In RASKC Foster Home <p/>,
K25-181152,A732446,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2969196,In Public Home,,Rabbit,Unknown<p/>,Unknown,,Unknown,"Jul 21, 2025",Date Found,2100 block of  S 263RD ST,Des Moines,,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2969196,Image Copyright HLP Inc. 2025,Description: Black adult hava<p/>Age: Unknown<p/>Found Near: 2100 block of  S 263RD ST<p/>Found Date: 2025-07-21<p/>,
K25-181267,A732627,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Peter,Cat,14 WEEKS,Male,Domestic Mediumhair,White,"Jul 25, 2025",Received on,24600 block of  RUSSELL RD,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732627,Image Copyright HLP Inc. 2025,Received on: 2025-07-25<p/> Found Near: 24600 block of  RUSSELL RD<p/> Description: White Male Domestic Mediumhair Cat<p/> Age: 14 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-179140,A723829,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A723829,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maxine,Dog,1 YEAR 5 MONTHS,Spayed Female,Pit Bull / Mix,Black / White,"May 28, 2025",Received on,2100 block of  S 272ND ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A723829,Image Copyright HLP Inc. 2025,"Received on: 2025-05-28<p/> Found Near: 2100 block of  S 272ND ST<p/> Description: Black / White Spayed Female Pit Bull / Mix Dog<p/> Age: 1 YEAR 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180841,A731932,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965658,LOST,Mufusa,Cat,Over 1 year<p/>,Male,Bombay,Black,"Jul 13, 2025",Date Lost,25100 block of  97TH PL S,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965658,Image Copyright HLP Inc. 2025,"Description: He’s a very small, black, short-haired cat with green eyes, chubby cheeks, and some balding  on his legs and scabs on his body.<p/>He’s very shy and easily scared — he won’t come to strangers and is likely hiding under porches, bushes, decks, sheds, or garages.<p/>He looks black, but in the sun he may appear dark dark brown.<p/>He also has a few white/gray hairs near his shoulders.<p/>Age: Over 1 year<p/>Location Lost: 25119 97th pl s , Kent WA  98030<p/>Lost Date: 2025-07-13<p/>",
K25-180863,A731964,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965973,LOST,Buddy,Dog,Over 1 year<p/>,Male,Golden Retriever,Brown,"Jul 13, 2025",Date Lost,LANDSBURG  PARK,HOBAR,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965973,Image Copyright HLP Inc. 2025,"Description: Buddy is 3 years old and neutered. He has a cowardly lion mane and wide back feet. <p/>Age: Over 1 year<p/>Location Lost: Landsburg Park, Hobart, WA, USA, Maple Valley WA  98038<p/>Lost Date: 2025-07-13<p/>",
K25-181489,A733085,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A733085,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Elize,Cat,5 MONTHS,Neutered Male,Domestic Mediumhair,Gray Tabby,"Jul 31, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733085,Image Copyright HLP Inc. 2025,"Received on: 2025-07-31<p/> Description: Gray Tabby<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 5 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Elize and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on July 31st, 2025.<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be.<p/><p/>I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",
K25-181563,A733192,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2973595,In Public Home,,Rabbit,Unknown<p/>,Unknown,,Unknown,"Jul 29, 2025",Date Found,32000 block of  NE 142ND ST,,,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2973595,Image Copyright HLP Inc. 2025,"Description: Gray with white front paws, some white around the nose and a white stripe just behind the front legs.<p/>Age: Unknown<p/>Found Near: 32000 block of  NE 142ND ST<p/>Found Date: 2025-07-29<p/>",
K25-178927,A714896,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Geno,Dog,5 YEARS -1 MONTHS,Neutered Male,German Shepherd / Mix,Tricolor,"Apr 23, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A714896,Image Copyright HLP Inc. 2025,"Received on: 2025-04-23<p/> Description: Tricolor Neutered Male German Shepherd / Mix Dog<p/> Age: 5 YEARS -1 MONTHS<p/> Adoption Fee: $30<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Geno and I am available for adoption.<p/><p/>I weigh 55.0 lbs and am considered a ""large breed"" dog.<p/><p/>I have been in a wonderful foster home while I await for my forever family. My foster says this: Geno, is a cheerful, playful pup who wants nothing more than someone he can devote himself to. He is smart and wants to please. He loves all humans.  He has great house manners and is very food-motivated, which helps with training. Although he is anxious around other dogs, he has made much progress since being in a calm home environment. If you can bring some patience, kindness, and treats, you will be rewarded with a loving companion for life.<p/> <p/>I am motivated by many things like toys, treats and people! I will happily ""sit"" and ""shake"" for all of them :)<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",
K25-180941,A732144,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732144,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Naos,Cat,8 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby,"Jul 16, 2025",Received on,23800 block of  111TH PL SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732144,Image Copyright HLP Inc. 2025,"Received on: 2025-07-16<p/> Found Near: 23800 block of  111TH PL SE<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
